ID_MOEDA;DATA_REF;VL_COTACAO
COP;2020-07-29;5,573948979
FJD;2020-07-08;2,644871593
SBD;2020-07-22;6,71947211
THB;2020-10-20;3,010683119
MRU;2020-06-02;5,679845512
ZAR;2020-02-27;2,495158136
LSL;2020-05-07;5,520621657
ISK;2020-06-12;6,791911185
MXN;2020-06-17;6,813015223
AFN;2020-01-03;2,117477179
VES;2020-04-29;1,749468505
MRU;2020-04-02;5,324845314
COP;2020-02-03;7,274152696
LBP;2020-08-03;2,187727034
PGK;2020-01-06;3,718024075
EGP;2020-01-29;1,526114762
AFN;2020-05-05;6,65771836
BYN;2020-05-28;6,774767518
DJF;2020-09-02;1,604218602
SLL;2020-09-30;1,571053207
CRC;2020-07-29;1,930463135
NOK;2020-02-19;6,956795216
GEL;2020-07-02;4,12116456
MZN;2020-04-27;4,316301703
CAD;2020-01-31;6,259696066
XPF;2020-08-03;4,337477922
SOS;2020-08-05;2,865632653
SLL;2020-05-19;2,13065213
SBD;2020-01-07;7,81850636
ZWL;2020-08-03;6,84241426
XOF;2020-06-03;5,255730748
ZWL;2020-06-03;7,767321527
CLP;2020-08-31;6,455569625
THB;2020-03-03;1,233169556
AFN;2020-03-25;7,318912148
XAF;2020-08-17;7,703705668
WST;2020-05-20;4,992568016
AFN;2020-09-29;5,42636466
OMR;2020-02-19;4,883642375
CVE;2020-03-20;2,225883365
AWG;2020-04-03;4,857879937
WST;2020-10-21;2,589818597
BOB;2020-02-21;7,746592164
ALL;2020-08-11;2,746660471
CAD;2020-05-05;5,196260929
LSL;2020-07-22;6,93811655
PGK;2020-01-14;7,352355421
TRY;2020-02-24;2,996136725
NIO;2020-08-19;7,651741445
THB;2020-05-11;4,978376687
NIO;2020-07-22;5,649277389
IRR;2020-01-03;2,035354555
SBD;2020-06-10;5,211561263
CVE;2020-08-19;5,255196691
MRU;2020-09-07;1,952371597
KES;2020-09-10;6,729983032
MMK;2020-05-11;4,748473227
MUR;2020-09-23;3,647087038
HTG;2020-06-11;1,821803272
MXN;2020-09-14;4,940255821
MRO;2020-05-20;4,353798807
SOS;2020-10-02;5,865655422
BOB;2020-05-21;4,750769258
SBD;2020-07-09;2,133745074
JPY;2020-02-06;1,893361151
PEN;2020-03-30;3,695176005
ARS;2020-07-17;2,788653672
ISK;2020-07-01;7,173850417
MXN;2020-10-02;5,731087506
GBP;2020-02-10;7,890792727
CZK;2020-01-31;7,604067206
LBP;2020-01-08;1,959308922
AWG;2020-04-09;7,458815634
ZWL;2020-01-23;6,586561024
LSL;2020-02-26;4,077474058
JPY;2020-02-25;7,785973907
MUR;2020-10-01;7,361667216
NOK;2020-08-11;5,346449614
XOF;2020-01-09;6,757617593
MRO;2020-04-02;5,344014227
AWG;2020-08-31;6,026702583
JPY;2020-05-29;2,009087682
BOB;2020-05-11;1,751124501
COP;2020-04-06;2,466971159
XPF;2020-04-09;3,024246097
UGX;2020-04-02;2,627210557
DZD;2020-05-27;1,606895149
BOB;2020-06-08;3,20688045
IRR;2020-06-30;7,965071797
NOK;2020-01-20;1,776664138
EUR;2020-07-14;3,67425555
PEN;2020-03-09;4,094428718
GIP;2020-09-23;3,846277595
AWG;2020-01-17;1,060863376
AFN;2020-06-17;1,350055575
PEN;2020-03-20;2,535764456
TRY;2020-10-12;6,369342685
MRO;2020-10-09;1,674040377
OMR;2020-03-24;1,504950225
HTG;2020-04-15;7,174928546
EUR;2020-05-06;1,710868239
TTD;2020-02-04;3,465834975
SGD;2020-06-17;6,957101882
CDF;2020-04-16;4,879807591
MGB;2020-10-12;1,477504253
CVE;2020-06-19;3,857721031
ISK;2020-02-13;7,658283651
SSP;2020-09-25;3,622432351
RON;2020-02-13;1,749608696
CAD;2020-04-02;5,067918122
CLP;2020-03-09;3,6417256
FJD;2020-02-25;6,500086665
BYN;2020-02-20;1,18688345
TTD;2020-03-11;5,033842325
SGD;2020-03-06;6,677925348
EGP;2020-07-06;4,380295157
GIP;2020-06-05;5,898551702
RON;2020-10-06;5,129555881
RON;2020-08-04;6,983894467
TTD;2020-05-07;6,762117445
XAF;2020-06-22;1,063537002
TRY;2020-10-07;1,233727396
MMK;2020-03-04;7,468328536
DJF;2020-04-23;7,192388058
ISK;2020-08-19;4,491184294
XPF;2020-10-22;3,070113301
CRC;2020-02-17;3,325505495
NOK;2020-04-02;4,360020578
XAU;2020-09-09;4,822696805
USD;2020-04-20;2,811619401
LSL;2020-01-27;4,803903401
TRY;2020-04-10;4,721924722
MRO;2020-02-21;5,042051792
LSL;2020-03-12;1,107793689
WST;2020-04-22;3,752477884
XOF;2020-08-19;6,526915133
KMF;2020-08-25;5,536413074
IRR;2020-07-27;6,069152653
DJF;2020-04-09;1,679103494
ISK;2020-09-30;3,660670459
SAR;2020-02-24;1,341709673
MRO;2020-08-26;4,204765856
OMR;2020-04-15;4,93283242
MRU;2020-10-15;5,624296427
EGP;2020-06-05;3,608557284
AFN;2020-01-28;5,340569556
SZL;2020-10-02;3,464057565
SLL;2020-02-05;3,447346985
KMF;2020-04-10;4,472013295
DZD;2020-07-02;6,687529624
PGK;2020-06-29;5,66043961
BYN;2020-07-16;3,379368126
MRU;2020-08-31;1,663224876
UYU;2020-09-11;6,26059562
CRC;2020-10-02;5,240651131
ZWL;2020-03-12;3,378263712
LBP;2020-08-13;1,914733469
MGA;2020-06-25;2,589168549
XDR;2020-06-15;6,780628383
GEL;2020-05-21;7,804050088
FJD;2020-06-30;2,77040267
FJD;2020-10-05;4,556067288
OMR;2020-02-03;2,469970644
DZD;2020-03-09;5,23942697
LSL;2020-06-17;1,095837057
SBD;2020-02-13;6,498291314
LBP;2020-08-06;5,635156155
CUP;2020-09-14;6,262676775
MMK;2020-09-25;5,898506641
ZAR;2020-08-28;6,041845202
NIO;2020-08-18;1,220574975
DJF;2020-03-27;4,214255393
GBP;2020-10-07;3,192105412
GBP;2020-05-27;7,514919221
COP;2020-08-07;4,796388209
WST;2020-06-11;5,979352951
ZWL;2020-08-12;6,793434918
CZK;2020-10-13;7,381791592
CLP;2020-03-10;4,196334004
JPY;2020-06-22;7,274047971
CZK;2020-07-15;2,821126461
MMK;2020-04-29;6,516294062
GIP;2020-08-12;3,429356337
DJF;2020-07-02;6,086345553
USD;2020-06-05;1,807461739
MRO;2020-07-16;5,425842285
ILS;2020-03-10;5,595784843
PEN;2020-09-18;3,316887975
ISK;2020-08-31;5,507192194
BYN;2020-07-01;4,071217656
SBD;2020-01-29;6,368439794
CDF;2020-01-27;2,262330294
SGD;2020-03-17;3,760298908
PEN;2020-05-08;7,294380128
XDR;2020-09-03;5,723805964
HTG;2020-03-06;6,786590219
PGK;2020-03-17;4,139108896
CDF;2020-08-31;5,783237398
SAR;2020-09-03;5,285495698
MRU;2020-06-15;1,259433508
SGD;2020-05-19;3,879591942
ARS;2020-09-15;5,669157684
MUR;2020-06-24;7,571017385
IRR;2020-05-06;5,928684652
EGP;2020-04-07;2,551227927
UYU;2020-03-16;5,936047554
ZAR;2020-06-10;3,554211915
CDF;2020-05-21;7,499521673
USD;2020-03-10;7,217119515
MUR;2020-02-18;1,062617004
GIP;2020-04-28;3,898066998
CZK;2020-05-18;2,624478936
SBD;2020-02-03;7,577872097
CDF;2020-06-15;2,991627693
PEN;2020-02-25;2,891088843
TRY;2020-09-09;1,525628269
NOK;2020-04-24;2,322891176
HTG;2020-03-05;1,268703997
WST;2020-03-25;1,239541531
TRY;2020-08-21;5,454687238
ZAR;2020-07-24;7,558856308
EUR;2020-04-27;2,712915123
XPF;2020-03-31;2,821472347
USD;2020-05-18;2,328372359
THB;2020-06-04;7,873704135
AWG;2020-05-25;4,927662909
BYN;2020-04-09;3,286646545
SBD;2020-06-15;6,460381985
TTD;2020-07-09;4,790024161
CVE;2020-07-30;2,892616749
MUR;2020-04-02;1,841660202
BYN;2020-01-23;3,689736128
JPY;2020-04-09;3,171943069
CVE;2020-10-22;6,98277545
EGP;2020-08-07;6,512690425
UYU;2020-04-09;5,113068938
CDF;2020-06-11;6,440928102
ILS;2020-08-26;6,311398268
XOF;2020-02-07;3,960737407
ANG;2020-02-11;6,148545325
GIP;2020-09-10;4,192707837
XAU;2020-09-17;4,327110529
LBP;2020-07-13;2,428196073
ALL;2020-08-10;5,472484291
SOS;2020-10-19;1,986566722
SAR;2020-08-04;4,433864892
SSP;2020-08-06;1,648927569
LBP;2020-10-22;5,832140386
EGP;2020-10-01;5,684013665
AFN;2020-08-03;5,666000068
FJD;2020-07-14;4,290344834
SZL;2020-04-01;6,84155643
IRR;2020-06-29;6,031313002
FJD;2020-10-20;6,711941481
XPF;2020-03-26;6,393294334
SLL;2020-05-22;5,768829942
NOK;2020-01-31;5,137196243
SGD;2020-03-11;4,188925207
IRR;2020-10-21;6,787352502
SZL;2020-04-14;1,526763141
SBD;2020-10-21;4,032487631
RON;2020-04-14;5,860631108
AWG;2020-05-05;6,370246828
USD;2020-01-31;6,99652493
CZK;2020-01-21;7,911040187
CZK;2020-07-31;5,5076015
CVE;2020-08-13;6,032048583
SSP;2020-02-12;3,873762369
MGA;2020-08-27;6,897758067
OMR;2020-06-17;6,424666882
AWG;2020-07-27;3,98114717
GEL;2020-06-17;2,469747841
HTG;2020-03-10;4,010789871
CUP;2020-03-04;4,858928859
SGD;2020-09-22;5,916201472
CAD;2020-05-12;1,453968585
AFN;2020-03-09;3,126194358
CDF;2020-02-11;4,734101236
SAR;2020-09-15;2,729432523
CRC;2020-06-02;2,922991276
ISK;2020-08-27;2,581370056
KMF;2020-07-01;2,429634273
CVE;2020-06-18;6,239887118
ARS;2020-09-04;5,503976583
AFN;2020-04-09;2,015301526
BOB;2020-10-15;7,211808145
GEL;2020-02-27;7,23681581
MGA;2020-02-21;3,586444795
SOS;2020-01-14;3,689532518
XDR;2020-07-28;2,024153113
BYN;2020-05-19;6,33782953
HTG;2020-06-09;1,468730271
EGP;2020-02-19;6,10248661
JPY;2020-08-03;3,838351011
SAR;2020-08-03;3,837267876
AFN;2020-09-15;5,562301517
XPF;2020-03-16;1,816230297
PEN;2020-10-15;3,535569966
LBP;2020-01-21;2,528026462
SSP;2020-08-03;3,838606775
ZWL;2020-03-03;3,913247168
PEN;2020-01-02;7,01149106
GIP;2020-04-02;1,459402204
UYU;2020-02-05;1,410298109
GBP;2020-07-10;1,418504655
LBP;2020-01-20;7,757642567
ZWL;2020-09-28;4,047280192
WST;2020-03-06;1,309625328
COP;2020-05-04;3,626685619
TTD;2020-07-13;4,966988325
EGP;2020-08-03;3,948771596
ZWL;2020-03-26;4,495179296
SSP;2020-03-27;4,902477503
CUP;2020-02-21;7,343588531
GIP;2020-10-23;6,497912884
OMR;2020-04-21;2,15838474
ILS;2020-01-24;2,86935395
UYU;2020-07-20;4,408249736
ZAR;2020-03-02;1,925132573
BYN;2020-02-17;5,001783431
UGX;2020-06-26;2,260350943
EUR;2020-07-03;3,460194826
DZD;2020-05-19;2,945000708
LBP;2020-07-16;5,184179127
OMR;2020-06-22;7,542284667
CVE;2020-06-05;4,834408104
MZN;2020-07-10;5,77433157
SAR;2020-01-31;6,393113673
BYN;2020-02-04;7,763878107
CZK;2020-03-30;1,545571983
PGK;2020-04-09;7,959664881
XPF;2020-05-21;7,483402729
DZD;2020-01-22;7,14843303
CDF;2020-04-13;2,689313114
XAU;2020-10-02;7,442768037
GEL;2020-03-19;2,663584054
AWG;2020-07-01;7,286746025
PEN;2020-05-15;4,479350328
ARS;2020-03-23;3,423112452
COP;2020-08-19;5,102419913
SAR;2020-02-25;6,95038569
KMF;2020-05-12;2,452096403
ILS;2020-10-05;4,877064705
CLP;2020-07-10;6,249875665
SGD;2020-08-07;2,403584361
SSP;2020-09-18;5,285035908
MGB;2020-08-06;1,743860066
XPF;2020-09-25;2,654686153
BOB;2020-08-04;1,564814746
GEL;2020-03-27;5,760306299
GIP;2020-08-19;6,018083394
DZD;2020-01-10;6,824724019
XDR;2020-08-03;6,853944898
VES;2020-08-06;2,866241813
CLP;2020-07-17;5,624440372
USD;2020-04-07;3,064502776
GBP;2020-06-05;4,514769197
CLP;2020-05-14;3,927973807
SZL;2020-05-07;3,018225431
EGP;2020-02-05;3,160876393
MMK;2020-01-23;1,539935589
KES;2020-06-26;1,249301016
THB;2020-09-29;3,823341489
XAU;2020-03-27;4,218698502
ZWL;2020-04-15;6,086132765
CDF;2020-08-14;2,201454401
AWG;2020-09-23;4,420537233
MGB;2020-02-05;5,253921628
SAR;2020-07-31;4,175273359
UGX;2020-07-10;7,409962296
OMR;2020-05-04;5,471360683
LBP;2020-06-29;4,496773958
CLP;2020-02-19;5,632505894
DJF;2020-04-01;4,109320164
ANG;2020-03-18;2,234214246
MXN;2020-05-15;5,149196684
ZAR;2020-07-30;5,546495497
MXN;2020-01-02;2,228128493
AFN;2020-06-22;2,525662005
SZL;2020-06-09;3,954645813
TRY;2020-09-29;2,617428124
CVE;2020-05-11;4,433732629
BOB;2020-07-08;4,827437401
USD;2020-05-27;1,756977856
XPF;2020-10-29;2,595268905
COP;2020-01-02;7,232473671
MRO;2020-09-02;2,918826461
TTD;2020-10-14;4,233876169
COP;2020-06-05;2,293073654
MRU;2020-03-17;1,216041327
ALL;2020-07-16;7,600485682
SLL;2020-03-31;7,862203121
PHP;2020-09-07;6,994585216
SLL;2020-05-07;4,214661777
AWG;2020-10-08;7,048573434
USD;2020-05-19;7,037089527
MMK;2020-04-09;2,654591024
DJF;2020-03-18;4,552967668
ALL;2020-10-16;5,590056658
BYN;2020-06-12;6,444968998
ZWL;2020-03-02;5,127913237
SGD;2020-06-04;4,611576319
TTD;2020-03-06;4,76784116
MZN;2020-02-07;1,801401019
MRU;2020-04-09;5,888138831
LBP;2020-02-24;4,085241675
NOK;2020-01-23;2,638578475
CZK;2020-10-15;2,758959651
PEN;2020-03-03;4,657050073
AFN;2020-04-10;5,269698024
CLP;2020-02-05;6,99686873
JPY;2020-03-03;2,85525316
EGP;2020-01-02;4,634384751
SGD;2020-04-09;3,693594694
USD;2020-03-18;3,022032678
XPF;2020-06-03;4,702409089
ALL;2020-08-21;5,865586996
SOS;2020-06-11;6,573422372
XAF;2020-09-08;3,928672671
SSP;2020-02-06;1,351913929
OMR;2020-05-12;7,53828299
RON;2020-07-22;2,41248852
CVE;2020-02-12;4,082661092
FJD;2020-06-22;6,231530786
ZWL;2020-04-24;2,084409416
ILS;2020-02-07;3,858112395
ISK;2020-04-24;7,588579535
XAF;2020-08-12;2,400850236
PGK;2020-09-24;3,396072447
GEL;2020-01-13;2,69381839
RON;2020-05-22;4,366042495
DZD;2020-08-27;4,36125809
SAR;2020-02-06;3,946537316
AFN;2020-01-20;2,594796598
SBD;2020-06-19;1,022956133
CRC;2020-10-26;7,568134308
SLL;2020-01-22;1,442717493
LBP;2020-05-22;4,010500312
TTD;2020-02-21;2,220635831
OMR;2020-03-11;5,312058806
RON;2020-04-20;1,631123424
USD;2020-08-21;7,936504304
CUP;2020-03-05;4,720627546
KMF;2020-10-14;3,300262094
CDF;2020-01-22;6,242487729
ARS;2020-02-19;7,252485394
OMR;2020-10-28;3,207157075
HTG;2020-07-14;3,665983081
ARS;2020-10-12;3,897552133
KES;2020-04-22;2,439871907
MZN;2020-06-04;3,470940232
PGK;2020-03-19;2,890733361
BOB;2020-08-27;6,856951475
ALL;2020-04-10;7,614606917
ANG;2020-03-13;4,261281252
CLP;2020-08-10;6,82017535
VUV;2020-08-28;3,747612536
UGX;2020-01-20;7,127994895
UYU;2020-01-27;1,936696589
USD;2020-09-01;5,305067658
NOK;2020-05-20;4,374000371
CRC;2020-01-21;5,217998326
BOB;2020-08-25;6,26694715
SLL;2020-01-16;2,571253002
SSP;2020-08-19;4,554295719
TRY;2020-09-25;3,341502607
OMR;2020-08-03;4,67918092
SZL;2020-10-27;3,314065397
XAU;2020-04-28;2,755212903
PGK;2020-06-26;2,456424773
BYN;2020-10-22;6,725628793
AFN;2020-08-12;1,292607665
XPF;2020-04-06;3,827671945
EGP;2020-06-12;4,147118926
ILS;2020-10-13;1,016241193
XAU;2020-10-12;3,670928538
ZWL;2020-04-20;2,903164804
MUR;2020-03-10;6,184478641
UYU;2020-02-18;5,790810168
CUP;2020-04-13;3,408593595
EGP;2020-04-09;5,106884718
MGA;2020-06-15;3,621204853
CAD;2020-03-17;3,065457404
VES;2020-08-31;1,241469562
MUR;2020-07-16;5,691568494
MMK;2020-04-14;6,926434875
EUR;2020-10-26;3,797199786
MMK;2020-01-07;5,860002756
CRC;2020-05-20;7,814288557
WST;2020-06-29;6,330981493
THB;2020-05-05;4,321651042
CVE;2020-09-17;4,920201957
CUP;2020-06-24;7,813983142
ALL;2020-10-22;7,77953434
COP;2020-06-10;5,266688526
UGX;2020-04-29;6,78056705
ISK;2020-10-06;1,392562807
MXN;2020-01-23;4,569903135
PHP;2020-09-15;6,523288548
CRC;2020-05-12;3,651667416
LBP;2020-07-14;3,328194559
XPF;2020-07-28;6,990113735
EUR;2020-10-06;7,486270368
MRU;2020-09-09;7,016250014
DZD;2020-10-05;7,193583012
CAD;2020-06-09;5,399988472
PHP;2020-02-13;5,033937454
ANG;2020-01-29;4,856955767
CVE;2020-09-24;5,854597092
FJD;2020-06-11;4,851847589
SLL;2020-03-27;3,88086617
KMF;2020-08-04;7,739845932
EUR;2020-07-01;7,300011516
XAF;2020-03-20;1,624540329
XPF;2020-02-24;7,93795377
VUV;2020-10-28;5,420825481
MMK;2020-03-20;1,894968331
XAU;2020-03-24;2,15828377
MRU;2020-05-22;7,654072523
SBD;2020-07-17;5,417724609
LBP;2020-02-03;2,119940937
SSP;2020-02-04;3,107370496
CZK;2020-04-09;4,314543903
AWG;2020-05-18;1,69995594
LBP;2020-06-09;5,142213464
FJD;2020-01-20;6,73111248
CZK;2020-03-27;3,109561801
CDF;2020-01-16;7,794891417
MRO;2020-01-10;3,653406024
SBD;2020-02-28;7,884975672
JPY;2020-07-02;1,596965432
SZL;2020-06-25;6,223133981
GEL;2020-01-22;3,94063139
GIP;2020-03-18;5,000237167
RON;2020-04-03;4,75362438
CRC;2020-06-26;4,611498713
SAR;2020-10-30;6,915389061
CLP;2020-09-09;7,326557934
PEN;2020-05-06;6,047334731
USD;2020-10-29;3,061445713
ARS;2020-09-24;2,747253776
PGK;2020-09-29;5,562564373
MZN;2020-06-05;5,446544111
XAU;2020-10-27;3,212517262
MMK;2020-06-29;7,221874714
AWG;2020-08-05;3,322060406
ANG;2020-05-15;6,365394413
MRU;2020-02-21;2,698719203
XPF;2020-04-29;4,370854855
GBP;2020-03-30;2,646986544
VUV;2020-01-06;6,259901762
PEN;2020-08-24;3,760278881
ILS;2020-10-14;7,878512323
NOK;2020-05-06;7,799909055
SSP;2020-09-24;5,868996203
MGA;2020-02-06;7,405845881
ILS;2020-05-22;2,181635857
UYU;2020-07-31;6,369804561
MMK;2020-07-31;1,083666801
USD;2020-05-29;6,719742477
UGX;2020-09-29;6,026220262
ZAR;2020-07-22;7,74753803
VES;2020-01-06;1,875358403
ZAR;2020-01-07;7,770733237
ISK;2020-04-22;6,352986336
SGD;2020-05-11;6,437188029
EGP;2020-01-24;6,855002999
OMR;2020-05-22;7,309335828
XAF;2020-01-20;3,693701506
SZL;2020-01-13;1,31476146
XPF;2020-04-03;5,07810986
CRC;2020-01-29;1,245693624
THB;2020-06-16;3,482565582
ANG;2020-07-02;7,230027854
XAU;2020-10-29;3,475725055
GBP;2020-05-14;5,111838937
VUV;2020-02-06;7,08673352
VUV;2020-01-07;1,173531592
SAR;2020-04-15;5,322125793
MGA;2020-08-03;7,878694236
CAD;2020-01-02;2,980819702
NOK;2020-03-11;3,51622957
MGB;2020-05-11;1,987987399
MGA;2020-06-18;5,914470375
KES;2020-05-14;4,482542157
IRR;2020-03-19;3,390888751
MXN;2020-01-10;3,583222091
MGA;2020-08-24;3,951617122
CAD;2020-02-28;7,631718457
PHP;2020-02-14;2,655379593
DJF;2020-01-20;3,073920965
XAU;2020-10-07;7,484034419
THB;2020-07-15;2,374277115
THB;2020-02-19;3,927687585
MRO;2020-02-19;1,168861508
BOB;2020-03-31;1,443926632
SSP;2020-06-23;3,409381747
UYU;2020-04-06;7,344871938
SAR;2020-09-18;1,79536283
ZWL;2020-09-11;2,382168233
MRO;2020-08-06;7,334784925
BYN;2020-06-05;2,538027525
UGX;2020-04-22;7,235606253
JPY;2020-09-01;5,200434506
AFN;2020-08-06;4,848615289
RON;2020-06-30;5,254602969
SGD;2020-01-24;5,991899133
ZWL;2020-03-16;4,300939202
SGD;2020-02-04;7,086570799
RON;2020-10-01;2,14371109
RON;2020-05-04;4,925919294
XDR;2020-04-10;6,49669081
WST;2020-05-29;7,559880197
PHP;2020-04-22;5,488548577
THB;2020-05-12;5,311624885
CAD;2020-08-06;1,036374748
VES;2020-07-23;6,365733624
VUV;2020-03-26;2,028864503
JPY;2020-03-02;5,463772893
HTG;2020-04-09;5,651247144
PGK;2020-08-18;1,325201869
WST;2020-05-18;5,329487443
VES;2020-06-18;3,278523862
CVE;2020-03-12;1,120144606
CVE;2020-05-22;6,597394884
MXN;2020-08-27;4,038234174
NIO;2020-07-08;2,943263352
XPF;2020-01-16;3,331664681
KES;2020-10-19;3,815657735
VES;2020-03-13;4,257738948
MRO;2020-01-17;4,712315023
GIP;2020-01-13;3,94671464
USD;2020-01-16;5,194380462
CVE;2020-08-17;1,803411245
BOB;2020-08-13;4,62055099
RON;2020-03-27;2,938810229
HTG;2020-06-19;4,969548047
DZD;2020-04-07;4,317322671
TRY;2020-08-11;6,643229127
OMR;2020-06-02;6,000467837
SBD;2020-01-09;5,033386707
ISK;2020-09-15;5,147741795
NIO;2020-10-07;1,435241103
EUR;2020-10-27;2,755790353
IRR;2020-10-29;3,554644167
SAR;2020-06-05;7,694389284
XDR;2020-01-15;4,238689363
FJD;2020-04-10;5,871058166
DZD;2020-07-27;2,79379189
DZD;2020-01-14;2,003286064
CDF;2020-09-02;3,340111554
IRR;2020-06-23;3,465304673
LSL;2020-01-15;1,53059417
ZWL;2020-04-17;1,977424741
LBP;2020-03-31;4,035535097
JPY;2020-10-09;4,962530196
USD;2020-02-12;1,42454493
ISK;2020-10-27;2,926298261
ANG;2020-04-22;5,272771358
FJD;2020-09-21;2,291645467
OMR;2020-07-17;6,976688027
SAR;2020-06-09;6,048291028
PHP;2020-09-28;2,79859674
COP;2020-10-07;7,177521229
XOF;2020-01-17;7,330653906
UGX;2020-07-13;7,875571668
CVE;2020-09-25;7,986369431
TTD;2020-01-08;2,538546979
CAD;2020-10-14;3,549142122
TRY;2020-06-22;1,659668803
AWG;2020-06-08;1,149643362
XPF;2020-10-20;7,074947119
SOS;2020-08-10;2,721535981
FJD;2020-10-19;3,912605464
PHP;2020-05-21;3,206458211
SLL;2020-04-07;7,097789347
ARS;2020-02-24;2,473289311
GIP;2020-09-18;6,650723875
UYU;2020-01-08;1,198348999
AFN;2020-07-21;3,838667274
GBP;2020-09-04;6,934361875
ARS;2020-10-29;7,224079788
KES;2020-02-21;2,464431465
CZK;2020-01-13;1,867030859
AFN;2020-10-26;3,282252252
GEL;2020-02-24;4,652861059
XOF;2020-01-06;5,714292228
MXN;2020-10-07;7,908026934
SZL;2020-06-29;1,105821431
MRO;2020-01-03;4,064278662
TTD;2020-10-29;6,011874557
DZD;2020-05-15;4,553301036
EGP;2020-02-28;6,173773706
NOK;2020-02-07;3,854477882
MUR;2020-04-13;2,15416944
TTD;2020-01-15;5,765457869
OMR;2020-02-26;5,944141865
ILS;2020-02-11;4,735910356
AFN;2020-06-23;2,140716195
WST;2020-05-28;1,136123776
MGA;2020-05-08;7,186412454
BYN;2020-02-25;1,319859207
TRY;2020-08-28;7,131107032
NIO;2020-01-28;4,563525736
IRR;2020-03-26;3,515181899
UYU;2020-09-03;4,184410751
SZL;2020-08-31;2,448323369
EGP;2020-03-10;7,90176928
XPF;2020-02-19;2,230501294
SZL;2020-08-19;1,523492455
FJD;2020-01-14;3,687356234
NOK;2020-10-01;3,735040486
GIP;2020-05-07;1,330775678
MRO;2020-02-20;6,860104501
SOS;2020-05-28;7,954938471
CDF;2020-08-28;6,351710439
UYU;2020-09-14;2,832155585
DJF;2020-08-17;4,496789813
CAD;2020-09-15;2,460497797
CRC;2020-02-21;5,96807766
NIO;2020-07-15;4,719550252
GIP;2020-04-27;1,788633287
LSL;2020-09-16;6,164684296
RON;2020-06-09;5,284666657
XAU;2020-03-18;4,027997792
TTD;2020-02-19;5,537513316
LBP;2020-05-05;7,082552016
NIO;2020-06-04;7,630904019
GIP;2020-01-09;6,365136981
AWG;2020-09-07;6,570648193
VUV;2020-04-28;4,216651976
SSP;2020-10-16;7,645412028
MZN;2020-07-28;3,45561862
NIO;2020-04-23;1,126103103
MUR;2020-07-03;6,397239268
SSP;2020-08-31;6,875193298
CDF;2020-09-25;3,541841388
KES;2020-10-13;7,909434676
CVE;2020-06-11;6,10447222
IRR;2020-10-26;5,704667926
SOS;2020-06-12;6,339598179
EUR;2020-04-14;6,277801871
VUV;2020-03-16;4,368941426
SGD;2020-04-15;7,906349659
AWG;2020-06-05;6,723878503
WST;2020-01-22;2,072940528
DJF;2020-07-09;1,220899999
ISK;2020-04-30;3,775610089
UGX;2020-05-01;1,09574151
VUV;2020-02-04;5,7018345
MRO;2020-08-04;7,548894465
SSP;2020-10-15;3,044177294
NIO;2020-04-10;6,544196486
TRY;2020-01-28;5,274661422
MUR;2020-07-10;6,830404639
GIP;2020-08-20;5,750610232
DJF;2020-05-15;4,070560932
CVE;2020-05-29;5,969811678
CDF;2020-01-17;5,422383428
RON;2020-05-19;5,330366552
LSL;2020-02-12;1,684831679
GBP;2020-10-21;7,476870537
JPY;2020-01-13;2,62272948
THB;2020-09-09;4,971068859
XAU;2020-10-01;6,564158559
MUR;2020-01-20;7,620958447
NIO;2020-01-13;1,138224959
NIO;2020-06-16;6,628227532
SLL;2020-01-23;1,046165943
GEL;2020-07-21;4,086443722
AFN;2020-10-29;4,393155932
VUV;2020-02-10;2,852338374
XAF;2020-06-26;3,063571095
SBD;2020-09-04;7,508341968
ZWL;2020-10-20;7,227813601
KMF;2020-01-14;6,1423949
XPF;2020-10-09;1,268463671
PHP;2020-03-16;5,417436719
MRO;2020-09-01;1,389582932
PEN;2020-09-25;6,927851379
CAD;2020-03-18;2,18588078
CAD;2020-10-21;4,728985131
MUR;2020-09-07;4,22800988
HTG;2020-03-26;1,433646441
CRC;2020-04-06;7,532346189
USD;2020-05-13;5,313677251
HTG;2020-07-02;4,909799933
SAR;2020-05-21;5,678997278
BOB;2020-10-29;7,45394069
GIP;2020-06-17;7,888800859
XAU;2020-07-08;7,498898327
XPF;2020-04-02;2,151511252
MMK;2020-05-20;6,404888391
CZK;2020-05-04;5,729101896
SBD;2020-03-12;4,911073744
CAD;2020-05-21;5,543670416
CDF;2020-04-10;1,385053039
CLP;2020-10-08;7,685449243
MGA;2020-05-01;7,963334858
BOB;2020-09-15;2,536698639
ALL;2020-01-27;6,270848691
USD;2020-04-01;6,867238343
CZK;2020-08-21;4,192872226
PEN;2020-07-29;6,003066361
TRY;2020-03-27;7,649430811
AFN;2020-08-13;7,177586734
ANG;2020-04-20;2,791068196
HTG;2020-04-03;5,271650672
EGP;2020-10-28;4,879596472
SZL;2020-04-21;1,975366116
CZK;2020-03-23;6,45242703
KES;2020-04-28;4,276190639
TTD;2020-02-28;4,500288725
IRR;2020-02-04;3,25388962
LBP;2020-05-06;6,780104756
MUR;2020-03-20;6,672824264
ISK;2020-03-31;4,246389389
MZN;2020-07-07;1,894956648
NOK;2020-04-10;7,736702502
EUR;2020-10-15;4,303112149
MRO;2020-03-09;4,772845447
MRU;2020-04-30;6,004949331
MGB;2020-05-27;7,695239186
CLP;2020-02-21;6,032966495
XAF;2020-10-15;2,054112494
